iteration,epoch,train_loss,val_loss,lr,timestamp
43,1,1.9292,2.1095,1.000000e-03,2026-09-25T10:01:26
44,1,1.9988,2.1469,1.000000e-03,2026-09-25T10:01:28
45,1,1.8933,2.0874,1.000000e-03,2026-09-25T10:01:30
46,1,1.8954,2.1621,1.000000e-03,2026-09-25T10:01:32
47,1,1.9749,2.1357,1.000000e-03,2026-09-25T10:01:34
48,1,1.8901,2.1304,1.000000e-03,2026-09-25T10:01:36
49,1,1.9987,2.1494,1.000000e-03,2026-09-25T10:01:38
50,1,1.9957,2.1921,1.000000e-03,2026-09-25T10:01:40
51,2,1.8283,2.1204,1.000000e-03,2026-09-25T10:01:42
52,2,1.9041,2.0973,1.000000e-03,2026-09-25T10:01:44
53,2,1.8572,2.1104,1.000000e-03,2026-09-25T10:01:46
54,2,1.8396,2.0845,1.000000e-03,2026-09-25T10:01:48
55,2,1.8783,2.1497,1.000000e-03,2026-09-25T10:01:50
56,2,1.9260,2.0630,1.000000e-03,2026-09-25T10:01:52
57,2,1.8836,2.0524,1.000000e-03,2026-09-25T10:01:54
58,2,1.9302,2.1392,1.000000e-03,2026-09-25T10:01:56
59,2,1.8608,2.1102,1.000000e-03,2026-09-25T10:01:58
60,2,1.8958,2.0491,1.000000e-03,2026-09-25T10:02:00
61,2,1.9132,2.0976,1.000000e-03,2026-09-25T10:02:02
62,2,1.9150,2.0965,1.000000e-03,2026-09-25T10:02:04
63,2,1.8271,2.0706,1.000000e-03,2026-09-25T10:02:06
64,2,1.8292,2.1466,1.000000e-03,2026-09-25T10:02:08
65,2,1.9263,2.1343,1.000000e-03,2026-09-25T10:02:10
66,2,1.8618,2.0372,1.000000e-03,2026-09-25T10:02:12
67,2,1.9262,2.1488,1.000000e-03,2026-09-25T10:02:14
68,2,1.8367,2.0909,1.000000e-03,2026-09-25T10:02:16
69,2,1.8348,2.1254,1.000000e-03,2026-09-25T10:02:18
70,2,1.9136,2.0460,1.000000e-03,2026-09-25T10:02:20
71,2,1.8807,2.0990,1.000000e-03,2026-09-25T10:02:22
72,2,1.8570,2.1395,1.000000e-03,2026-09-25T10:02:24
73,2,1.8748,2.0565,1.000000e-03,2026-09-25T10:02:26
74,2,1.8880,2.1216,1.000000e-03,2026-09-25T10:02:28
75,2,1.8498,2.0691,1.000000e-03,2026-09-25T10:02:30
76,2,1.9395,2.1115,1.000000e-03,2026-09-25T10:02:32
77,2,1.8765,2.0949,1.000000e-03,2026-09-25T10:02:34
78,2,1.8407,2.0581,1.000000e-03,2026-09-25T10:02:36
79,2,1.8652,2.1038,1.000000e-03,2026-09-25T10:02:38
80,2,1.8530,2.0576,1.000000e-03,2026-09-25T10:02:40
81,2,1.8350,2.1092,1.000000e-03,2026-09-25T10:02:42
82,2,1.8529,2.1436,1.000000e-03,2026-09-25T10:02:44
83,2,1.9242,2.0388,1.000000e-03,2026-09-25T10:02:46
84,2,1.8539,2.1139,1.000000e-03,2026-09-25T10:02:48
85,2,1.8512,2.0465,1.000000e-03,2026-09-25T10:02:50
86,2,1.9327,2.1016,1.000000e-03,2026-09-25T10:02:52
87,2,1.8804,2.1284,1.000000e-03,2026-09-25T10:02:54
88,2,1.9183,2.0538,1.000000e-03,2026-09-25T10:02:56
89,2,1.8380,2.0840,1.000000e-03,2026-09-25T10:02:58
90,2,1.8749,2.0886,1.000000e-03,2026-09-25T10:03:00
91,2,1.9094,2.1145,1.000000e-03,2026-09-25T10:03:02
92,2,1.9382,2.0423,1.000000e-03,2026-09-25T10:03:04
93,2,1.8725,2.0725,1.000000e-03,2026-09-25T10:03:06
94,2,1.9244,2.0611,1.000000e-03,2026-09-25T10:03:08
95,2,1.8485,2.0863,1.000000e-03,2026-09-25T10:03:10
96,2,1.8747,2.0649,1.000000e-03,2026-09-25T10:03:12
97,2,1.8553,2.1459,1.000000e-03,2026-09-25T10:03:14
98,2,1.8771,2.1381,1.000000e-03,2026-09-25T10:03:16
99,2,1.8892,2.0363,1.000000e-03,2026-09-25T10:03:18
100,2,1.9400,2.1349,1.000000e-03,2026-09-25T10:03:20
101,3,1.8793,2.0932,1.000000e-03,2026-09-25T10:03:22
102,3,1.8661,2.0002,1.000000e-03,2026-09-25T10:03:24
103,3,1.8263,2.0060,1.000000e-03,2026-09-25T10:03:26
104,3,1.8170,1.9870,1.000000e-03,2026-09-25T10:03:28
105,3,1.8146,2.1005,1.000000e-03,2026-09-25T10:03:30
106,3,1.8021,2.0758,1.000000e-03,2026-09-25T10:03:32
107,3,1.8229,2.0316,1.000000e-03,2026-09-25T10:03:34
108,3,1.8780,2.1017,1.000000e-03,2026-09-25T10:03:36
109,3,1.8340,2.0678,1.000000e-03,2026-09-25T10:03:38
110,3,1.7900,2.0161,1.000000e-03,2026-09-25T10:03:40
111,3,1.8793,2.0507,1.000000e-03,2026-09-25T10:03:42
112,3,1.8325,2.0714,1.000000e-03,2026-09-25T10:03:44
113,3,1.7793,2.0513,1.000000e-03,2026-09-25T10:03:46
114,3,1.8282,2.0842,1.000000e-03,2026-09-25T10:03:48
115,3,1.7903,2.0975,1.000000e-03,2026-09-25T10:03:50
116,3,1.7818,2.0026,1.000000e-03,2026-09-25T10:03:52
117,3,1.8383,2.0625,1.000000e-03,2026-09-25T10:03:54
118,3,1.7988,1.9945,1.000000e-03,2026-09-25T10:03:56
119,3,1.8707,2.0100,1.000000e-03,2026-09-25T10:03:58
120,3,1.8382,2.0557,1.000000e-03,2026-09-25T10:04:00
121,3,1.8190,2.0513,1.000000e-03,2026-09-25T10:04:02
122,3,1.8304,2.0943,1.000000e-03,2026-09-25T10:04:04
123,3,1.7954,2.0675,1.000000e-03,2026-09-25T10:04:06
124,3,1.7992,2.0283,1.000000e-03,2026-09-25T10:04:08
125,3,1.8467,2.0165,1.000000e-03,2026-09-25T10:04:10
126,3,1.8077,2.0719,1.000000e-03,2026-09-25T10:04:12
127,3,1.7810,2.0359,1.000000e-03,2026-09-25T10:04:14
128,3,1.8825,2.1018,1.000000e-03,2026-09-25T10:04:16
129,3,1.7811,2.0059,1.000000e-03,2026-09-25T10:04:18
130,3,1.8021,2.0941,1.000000e-03,2026-09-25T10:04:20
131,3,1.8696,2.0875,1.000000e-03,2026-09-25T10:04:22
132,3,1.8136,1.9991,1.000000e-03,2026-09-25T10:04:24
133,3,1.8645,2.0660,1.000000e-03,2026-09-25T10:04:26
134,3,1.8401,2.1007,1.000000e-03,2026-09-25T10:04:28
135,3,1.8447,1.9808,1.000000e-03,2026-09-25T10:04:30
136,3,1.8626,2.0165,1.000000e-03,2026-09-25T10:04:32
137,3,1.8458,2.0948,1.000000e-03,2026-09-25T10:04:34
138,3,1.7878,1.9939,1.000000e-03,2026-09-25T10:04:36
139,3,1.7848,2.0476,1.000000e-03,2026-09-25T10:04:38
140,3,1.8029,2.0539,1.000000e-03,2026-09-25T10:04:40
141,3,1.8517,2.0047,1.000000e-03,2026-09-25T10:04:42
142,3,1.8426,2.0121,1.000000e-03,2026-09-25T10:04:44
143,3,1.8266,2.0907,1.000000e-03,2026-09-25T10:04:46
144,3,1.8658,1.9911,1.000000e-03,2026-09-25T10:04:48
145,3,1.8195,2.0137,1.000000e-03,2026-09-25T10:04:50
146,3,1.7734,2.0742,1.000000e-03,2026-09-25T10:04:52
147,3,1.8429,2.0119,1.000000e-03,2026-09-25T10:04:54
148,3,1.8543,2.0474,1.000000e-03,2026-09-25T10:04:56
149,3,1.8199,1.9810,1.000000e-03,2026-09-25T10:04:58
150,3,1.7813,2.0880,1.000000e-03,2026-09-25T10:05:00
151,4,1.8168,1.9961,1.000000e-03,2026-09-25T10:05:02
152,4,1.8095,2.0005,1.000000e-03,2026-09-25T10:05:04
153,4,1.7364,1.9461,1.000000e-03,2026-09-25T10:05:06
154,4,1.7534,2.0383,1.000000e-03,2026-09-25T10:05:08
155,4,1.8054,2.0337,1.000000e-03,2026-09-25T10:05:10
156,4,1.8163,1.9560,1.000000e-03,2026-09-25T10:05:12
157,4,1.7472,1.9432,1.000000e-03,2026-09-25T10:05:14
158,4,1.8037,2.0365,1.000000e-03,2026-09-25T10:05:16
159,4,1.7639,2.0051,1.000000e-03,2026-09-25T10:05:18
160,4,1.7371,2.0420,1.000000e-03,2026-09-25T10:05:20
161,4,1.8126,2.0475,1.000000e-03,2026-09-25T10:05:22
162,4,1.8069,2.0362,1.000000e-03,2026-09-25T10:05:24
163,4,1.7233,2.0189,1.000000e-03,2026-09-25T10:05:26
164,4,1.7560,2.0421,1.000000e-03,2026-09-25T10:05:28
165,4,1.8060,2.0341,1.000000e-03,2026-09-25T10:05:30
166,4,1.8069,1.9628,1.000000e-03,2026-09-25T10:05:32
167,4,1.8044,1.9438,1.000000e-03,2026-09-25T10:05:34
168,4,1.8135,2.0335,1.000000e-03,2026-09-25T10:05:36
169,4,1.7443,2.0285,1.000000e-03,2026-09-25T10:05:38
170,4,1.7696,1.9674,1.000000e-03,2026-09-25T10:05:40
171,4,1.8053,1.9581,1.000000e-03,2026-09-25T10:05:42
172,4,1.7231,1.9540,1.000000e-03,2026-09-25T10:05:44
173,4,1.7556,2.0342,1.000000e-03,2026-09-25T10:05:46
174,4,1.8235,1.9643,1.000000e-03,2026-09-25T10:05:48
175,4,1.7889,1.9787,1.000000e-03,2026-09-25T10:05:50
176,4,1.8250,1.9950,1.000000e-03,2026-09-25T10:05:52
177,4,1.8206,1.9447,1.000000e-03,2026-09-25T10:05:54
178,4,1.8239,1.9523,1.000000e-03,2026-09-25T10:05:56
179,4,1.8231,1.9626,1.000000e-03,2026-09-25T10:05:58
180,4,1.7322,1.9828,1.000000e-03,2026-09-25T10:06:00
181,4,1.7982,1.9684,1.000000e-03,2026-09-25T10:06:02
182,4,1.7851,1.9920,1.000000e-03,2026-09-25T10:06:04
183,4,1.7616,1.9998,1.000000e-03,2026-09-25T10:06:06
184,4,1.7477,2.0156,1.000000e-03,2026-09-25T10:06:08
185,4,1.7208,2.0415,1.000000e-03,2026-09-25T10:06:10
186,4,1.7779,2.0169,1.000000e-03,2026-09-25T10:06:12
187,4,1.7996,2.0110,1.000000e-03,2026-09-25T10:06:14
188,4,1.7594,1.9393,1.000000e-03,2026-09-25T10:06:16
189,4,1.7913,1.9704,1.000000e-03,2026-09-25T10:06:18
190,4,1.7540,2.0322,1.000000e-03,2026-09-25T10:06:20
191,4,1.7972,1.9668,1.000000e-03,2026-09-25T10:06:22
192,4,1.7535,1.9797,1.000000e-03,2026-09-25T10:06:24
193,4,1.7635,1.9662,1.000000e-03,2026-09-25T10:06:26
194,4,1.7342,1.9811,1.000000e-03,2026-09-25T10:06:28
195,4,1.8207,2.0118,1.000000e-03,2026-09-25T10:06:30
196,4,1.8167,2.0044,1.000000e-03,2026-09-25T10:06:32
197,4,1.7527,1.9964,1.000000e-03,2026-09-25T10:06:34
198,4,1.7207,1.9652,1.000000e-03,2026-09-25T10:06:36
199,4,1.7664,2.0002,1.000000e-03,2026-09-25T10:06:38
200,4,1.7903,1.9865,1.000000e-03,2026-09-25T10:06:40
201,5,1.7154,1.9081,1.000000e-03,2026-09-25T10:06:42
202,5,1.7186,1.9882,1.000000e-03,2026-09-25T10:06:44
203,5,1.7520,1.9030,1.000000e-03,2026-09-25T10:06:46
204,5,1.6785,1.9433,1.000000e-03,2026-09-25T10:06:48
205,5,1.7351,1.9223,1.000000e-03,2026-09-25T10:06:50
206,5,1.7543,1.9707,1.000000e-03,2026-09-25T10:06:52
207,5,1.7393,1.9094,1.000000e-03,2026-09-25T10:06:54
208,5,1.6903,1.8861,1.000000e-03,2026-09-25T10:06:56
209,5,1.6951,1.9386,1.000000e-03,2026-09-25T10:06:58
210,5,1.7575,1.8917,1.000000e-03,2026-09-25T10:07:00
211,5,1.7126,1.9566,1.000000e-03,2026-09-25T10:07:02
212,5,1.6899,1.9644,1.000000e-03,2026-09-25T10:07:04
213,5,1.7208,1.9117,1.000000e-03,2026-09-25T10:07:06
214,5,1.7375,1.8839,1.000000e-03,2026-09-25T10:07:08
215,5,1.7473,1.9730,1.000000e-03,2026-09-25T10:07:10
216,5,1.6808,1.9328,1.000000e-03,2026-09-25T10:07:12
217,5,1.6879,1.9948,1.000000e-03,2026-09-25T10:07:14
218,5,1.7233,1.8891,1.000000e-03,2026-09-25T10:07:16
219,5,1.6955,1.9821,1.000000e-03,2026-09-25T10:07:18
220,5,1.7169,1.9766,1.000000e-03,2026-09-25T10:07:20
221,5,1.7387,1.9983,1.000000e-03,2026-09-25T10:07:22
222,5,1.7313,1.9939,1.000000e-03,2026-09-25T10:07:24
223,5,1.7618,1.9546,1.000000e-03,2026-09-25T10:07:26
224,5,1.7441,1.9420,1.000000e-03,2026-09-25T10:07:28
225,5,1.7556,1.9471,1.000000e-03,2026-09-25T10:07:30
226,5,1.7624,1.9699,1.000000e-03,2026-09-25T10:07:32
227,5,1.7188,1.9134,1.000000e-03,2026-09-25T10:07:34
228,5,1.6953,1.9575,1.000000e-03,2026-09-25T10:07:36
229,5,1.7489,1.9440,1.000000e-03,2026-09-25T10:07:38
230,5,1.7345,1.9152,1.000000e-03,2026-09-25T10:07:40
231,5,1.6778,1.9165,1.000000e-03,2026-09-25T10:07:42
232,5,1.6978,1.9205,1.000000e-03,2026-09-25T10:07:44
233,5,1.7256,1.8994,1.000000e-03,2026-09-25T10:07:46
234,5,1.6937,1.9641,1.000000e-03,2026-09-25T10:07:48
235,5,1.7427,1.8907,1.000000e-03,2026-09-25T10:07:50
236,5,1.7119,1.9465,1.000000e-03,2026-09-25T10:07:52
237,5,1.7127,1.9073,1.000000e-03,2026-09-25T10:07:54
238,5,1.7132,1.9887,1.000000e-03,2026-09-25T10:07:56
239,5,1.7301,1.9643,1.000000e-03,2026-09-25T10:07:58
240,5,1.7583,1.9724,1.000000e-03,2026-09-25T10:08:00
241,5,1.7091,1.8839,1.000000e-03,2026-09-25T10:08:02
242,5,1.7061,1.9710,1.000000e-03,2026-09-25T10:08:04
243,5,1.7579,1.9943,1.000000e-03,2026-09-25T10:08:06
244,5,1.7131,1.9703,1.000000e-03,2026-09-25T10:08:08
245,5,1.7262,1.9535,1.000000e-03,2026-09-25T10:08:10
246,5,1.6926,1.9088,1.000000e-03,2026-09-25T10:08:12
247,5,1.7148,1.8866,1.000000e-03,2026-09-25T10:08:14
248,5,1.7045,1.9624,1.000000e-03,2026-09-25T10:08:16
249,5,1.7115,1.9025,1.000000e-03,2026-09-25T10:08:18
250,5,1.7180,1.8981,1.000000e-03,2026-09-25T10:08:20
251,6,1.6828,1.8398,1.000000e-03,2026-09-25T10:08:22
252,6,1.6599,1.9009,1.000000e-03,2026-09-25T10:08:24
253,6,1.6231,1.9098,1.000000e-03,2026-09-25T10:08:26
254,6,1.6340,1.8892,1.000000e-03,2026-09-25T10:08:28
255,6,1.6255,1.8798,1.000000e-03,2026-09-25T10:08:30
256,6,1.6416,1.8739,1.000000e-03,2026-09-25T10:08:32
257,6,1.6967,1.8798,1.000000e-03,2026-09-25T10:08:34
258,6,1.6958,1.9313,1.000000e-03,2026-09-25T10:08:36
259,6,1.6457,1.8461,1.000000e-03,2026-09-25T10:08:38
260,6,1.6224,1.8980,1.000000e-03,2026-09-25T10:08:40
261,6,1.7206,1.8765,1.000000e-03,2026-09-25T10:08:42
262,6,1.6856,1.9255,1.000000e-03,2026-09-25T10:08:44
263,6,1.6858,1.9224,1.000000e-03,2026-09-25T10:08:46
264,6,1.7156,1.8594,1.000000e-03,2026-09-25T10:08:48
265,6,1.6225,1.8541,1.000000e-03,2026-09-25T10:08:50
266,6,1.6331,1.9128,1.000000e-03,2026-09-25T10:08:52
267,6,1.6770,1.8615,1.000000e-03,2026-09-25T10:08:54
268,6,1.6905,1.9239,1.000000e-03,2026-09-25T10:08:56
269,6,1.6372,1.9057,1.000000e-03,2026-09-25T10:08:58
270,6,1.6954,1.8498,1.000000e-03,2026-09-25T10:09:00
271,6,1.7025,1.9464,1.000000e-03,2026-09-25T10:09:02
272,6,1.6313,1.8397,1.000000e-03,2026-09-25T10:09:04
273,6,1.6517,1.9137,1.000000e-03,2026-09-25T10:09:06
274,6,1.7165,1.8818,1.000000e-03,2026-09-25T10:09:08
275,6,1.6921,1.8454,1.000000e-03,2026-09-25T10:09:10
276,6,1.6896,1.9080,1.000000e-03,2026-09-25T10:09:12
277,6,1.6306,1.9245,1.000000e-03,2026-09-25T10:09:14
278,6,1.7057,1.9050,1.000000e-03,2026-09-25T10:09:16
279,6,1.6326,1.9485,1.000000e-03,2026-09-25T10:09:18
280,6,1.6989,1.8762,1.000000e-03,2026-09-25T10:09:20
281,6,1.6634,1.8789,1.000000e-03,2026-09-25T10:09:22
282,6,1.6711,1.8755,1.000000e-03,2026-09-25T10:09:24
283,6,1.7056,1.9302,1.000000e-03,2026-09-25T10:09:26
284,6,1.6310,1.9459,1.000000e-03,2026-09-25T10:09:28
285,6,1.6841,1.9309,1.000000e-03,2026-09-25T10:09:30
286,6,1.6913,1.8862,1.000000e-03,2026-09-25T10:09:32
287,6,1.6940,1.9464,1.000000e-03,2026-09-25T10:09:34
288,6,1.6475,1.9286,1.000000e-03,2026-09-25T10:09:36
289,6,1.6744,1.8917,1.000000e-03,2026-09-25T10:09:38
290,6,1.6641,1.9198,1.000000e-03,2026-09-25T10:09:40
291,6,1.6473,1.9335,1.000000e-03,2026-09-25T10:09:42
292,6,1.7037,1.8466,1.000000e-03,2026-09-25T10:09:44
293,6,1.7088,1.8645,1.000000e-03,2026-09-25T10:09:46
294,6,1.6670,1.9061,1.000000e-03,2026-09-25T10:09:48
295,6,1.6584,1.8400,1.000000e-03,2026-09-25T10:09:50
296,6,1.7057,1.8574,1.000000e-03,2026-09-25T10:09:52
297,6,1.6417,1.9274,1.000000e-03,2026-09-25T10:09:54
298,6,1.6545,1.9368,1.000000e-03,2026-09-25T10:09:56
299,6,1.6907,1.8681,1.000000e-03,2026-09-25T10:09:58
300,6,1.6214,1.9445,1.000000e-03,2026-09-25T10:10:00
301,7,1.5809,1.8712,1.000000e-03,2026-09-25T10:10:02
302,7,1.6201,1.8754,1.000000e-03,2026-09-25T10:10:04
303,7,1.6397,1.8630,1.000000e-03,2026-09-25T10:10:06
304,7,1.6203,1.8793,1.000000e-03,2026-09-25T10:10:08
305,7,1.5816,1.8160,1.000000e-03,2026-09-25T10:10:10
306,7,1.6398,1.8253,1.000000e-03,2026-09-25T10:10:12
307,7,1.6291,1.8438,1.000000e-03,2026-09-25T10:10:14
308,7,1.6242,1.8386,1.000000e-03,2026-09-25T10:10:16
309,7,1.6451,1.8281,1.000000e-03,2026-09-25T10:10:18
310,7,1.6409,1.8214,1.000000e-03,2026-09-25T10:10:20
311,7,1.5970,1.8048,1.000000e-03,2026-09-25T10:10:22
312,7,1.5913,1.8046,1.000000e-03,2026-09-25T10:10:24
313,7,1.6247,1.8759,1.000000e-03,2026-09-25T10:10:26
314,7,1.5905,1.8154,1.000000e-03,2026-09-25T10:10:28
315,7,1.6196,1.8717,1.000000e-03,2026-09-25T10:10:30
316,7,1.6675,1.8495,1.000000e-03,2026-09-25T10:10:32
317,7,1.6001,1.8025,1.000000e-03,2026-09-25T10:10:34
318,7,1.5914,1.8166,1.000000e-03,2026-09-25T10:10:36
319,7,1.5900,1.7930,1.000000e-03,2026-09-25T10:10:38
320,7,1.6245,1.8218,1.000000e-03,2026-09-25T10:10:40
321,7,1.6673,1.8527,1.000000e-03,2026-09-25T10:10:42
322,7,1.6404,1.8054,1.000000e-03,2026-09-25T10:10:44
323,7,1.6570,1.8458,1.000000e-03,2026-09-25T10:10:46
324,7,1.6574,1.8550,1.000000e-03,2026-09-25T10:10:48
325,7,1.6182,1.8402,1.000000e-03,2026-09-25T10:10:50
326,7,1.5905,1.7971,1.000000e-03,2026-09-25T10:10:52
327,7,1.6641,1.8443,1.000000e-03,2026-09-25T10:10:54
328,7,1.6525,1.8358,1.000000e-03,2026-09-25T10:10:56
329,7,1.5797,1.8611,1.000000e-03,2026-09-25T10:10:58
330,7,1.5777,1.8079,1.000000e-03,2026-09-25T10:11:00
331,7,1.6273,1.8251,1.000000e-03,2026-09-25T10:11:02
332,7,1.6692,1.8045,1.000000e-03,2026-09-25T10:11:04
333,7,1.6469,1.8586,1.000000e-03,2026-09-25T10:11:06
334,7,1.6494,1.8164,1.000000e-03,2026-09-25T10:11:08
335,7,1.6234,1.8413,1.000000e-03,2026-09-25T10:11:10
336,7,1.6156,1.8867,1.000000e-03,2026-09-25T10:11:12
337,7,1.6688,1.8252,1.000000e-03,2026-09-25T10:11:14
338,7,1.6329,1.8590,1.000000e-03,2026-09-25T10:11:16
339,7,1.6445,1.8964,1.000000e-03,2026-09-25T10:11:18
340,7,1.5927,1.8148,1.000000e-03,2026-09-25T10:11:20
341,7,1.6368,1.8088,1.000000e-03,2026-09-25T10:11:22
342,7,1.5894,1.7997,1.000000e-03,2026-09-25T10:11:24
343,7,1.5728,1.8413,1.000000e-03,2026-09-25T10:11:26
344,7,1.6303,1.8237,1.000000e-03,2026-09-25T10:11:28
345,7,1.5950,1.8697,1.000000e-03,2026-09-25T10:11:30
346,7,1.6409,1.8417,1.000000e-03,2026-09-25T10:11:32
347,7,1.6394,1.8938,1.000000e-03,2026-09-25T10:11:34
348,7,1.6492,1.8607,1.000000e-03,2026-09-25T10:11:36
349,7,1.6368,1.8949,1.000000e-03,2026-09-25T10:11:38
350,7,1.6139,1.8517,1.000000e-03,2026-09-25T10:11:40
351,8,1.5872,1.8453,1.000000e-03,2026-09-25T10:11:42
352,8,1.6041,1.7549,1.000000e-03,2026-09-25T10:11:44
353,8,1.5417,1.7804,1.000000e-03,2026-09-25T10:11:46
354,8,1.5968,1.8087,1.000000e-03,2026-09-25T10:11:48
355,8,1.5533,1.7606,1.000000e-03,2026-09-25T10:11:50
356,8,1.5911,1.8228,1.000000e-03,2026-09-25T10:11:52
357,8,1.6150,1.8013,1.000000e-03,2026-09-25T10:11:54
358,8,1.5727,1.7559,1.000000e-03,2026-09-25T10:11:56
359,8,1.5298,1.7939,1.000000e-03,2026-09-25T10:11:58
360,8,1.5565,1.7742,1.000000e-03,2026-09-25T10:12:00
361,8,1.5347,1.8511,1.000000e-03,2026-09-25T10:12:02
362,8,1.6050,1.8093,1.000000e-03,2026-09-25T10:12:04
363,8,1.6158,1.8552,1.000000e-03,2026-09-25T10:12:06
364,8,1.5895,1.7763,1.000000e-03,2026-09-25T10:12:08
365,8,1.5299,1.8289,1.000000e-03,2026-09-25T10:12:10
366,8,1.5705,1.8176,1.000000e-03,2026-09-25T10:12:12
367,8,1.6125,1.7668,1.000000e-03,2026-09-25T10:12:14
368,8,1.5813,1.8158,1.000000e-03,2026-09-25T10:12:16
369,8,1.5725,1.7570,1.000000e-03,2026-09-25T10:12:18
370,8,1.5589,1.7832,1.000000e-03,2026-09-25T10:12:20
371,8,1.5893,1.8399,1.000000e-03,2026-09-25T10:12:22
372,8,1.5572,1.8221,1.000000e-03,2026-09-25T10:12:24
373,8,1.5533,1.8493,1.000000e-03,2026-09-25T10:12:26
374,8,1.6029,1.8066,1.000000e-03,2026-09-25T10:12:28
375,8,1.5690,1.7812,1.000000e-03,2026-09-25T10:12:30
376,8,1.5566,1.8520,1.000000e-03,2026-09-25T10:12:32
377,8,1.5642,1.8028,1.000000e-03,2026-09-25T10:12:34
378,8,1.6193,1.8182,1.000000e-03,2026-09-25T10:12:36
379,8,1.5773,1.7918,1.000000e-03,2026-09-25T10:12:38
380,8,1.5438,1.7863,1.000000e-03,2026-09-25T10:12:40
381,8,1.5975,1.8148,1.000000e-03,2026-09-25T10:12:42
382,8,1.5978,1.7692,1.000000e-03,2026-09-25T10:12:44
383,8,1.5779,1.8474,1.000000e-03,2026-09-25T10:12:46
384,8,1.5674,1.8226,1.000000e-03,2026-09-25T10:12:48
385,8,1.5375,1.8523,1.000000e-03,2026-09-25T10:12:50
386,8,1.5835,1.7730,1.000000e-03,2026-09-25T10:12:52
387,8,1.5410,1.8067,1.000000e-03,2026-09-25T10:12:54
388,8,1.5782,1.7572,1.000000e-03,2026-09-25T10:12:56
389,8,1.6197,1.8458,1.000000e-03,2026-09-25T10:12:58
390,8,1.5696,1.7599,1.000000e-03,2026-09-25T10:13:00
391,8,1.6046,1.8010,1.000000e-03,2026-09-25T10:13:02
392,8,1.5937,1.8022,1.000000e-03,2026-09-25T10:13:04
393,8,1.5519,1.8374,1.000000e-03,2026-09-25T10:13:06
394,8,1.6186,1.7735,1.000000e-03,2026-09-25T10:13:08
395,8,1.5781,1.7886,1.000000e-03,2026-09-25T10:13:10
396,8,1.6131,1.8021,1.000000e-03,2026-09-25T10:13:12
397,8,1.6091,1.8405,1.000000e-03,2026-09-25T10:13:14
398,8,1.5521,1.8325,1.000000e-03,2026-09-25T10:13:16
